6.288871125422770270e+00 7.109895902253819955e+00 6.943899861023049347e+00 8.621098935444532430e+00 7.459395457113003225e+00 6.386649426809555052e+00 6.286918077004841621e+00 6.208184010847952905e+00 6.326247309825071774e+00 6.431264778447159713e+00 7.390547859481675808e+00 7.097977479212440599e+00 5.912780358855082241e+00 6.704451421873518058e+00 6.915461901071785711e+00 6.006431715859335441e+00 7.286712672593506745e+00 8.501882827336897819e+00 7.758430751936592706e+00 6.951276594138190212e+00 5.934137171787327247e+00 6.393148065999832319e+00 7.387310511509411981e+00 5.808690507592462637e+00 7.081825120694205111e+00 7.149365943380382227e+00 7.639480623323285258e+00 8.178864558985866395e+00 8.228958676832590413e+00 7.672015988291732924e+00 7.332967186179338626e+00 7.217043813721329748e+00 7.699385719067844747e+00 7.526907476080391568e+00 7.541122044484732889e+00 8.475906053432202825e+00 8.557300964817235567e+00 8.276733492793793445e+00 7.827879422837392909e+00 6.910181759157566717e+00 8.249295617606213327e+00 7.139485453790802794e+00 7.641727000252576119e+00 7.514815267452187086e+00 7.548709053257131707e+00 7.026574038397230382e+00 7.531862198935998620e+00 8.533262604218720071e+00 7.964900863332959879e+00 7.623348019360022043e+00
8.450711315391904677e+00 8.351623940568266846e+00 9.835471168195683234e+00 6.573671531862154360e+00 7.540283146975433226e+00 7.511691795818816075e+00 8.003799305621921434e+00 8.387993923197313961e+00 8.271571465071801299e+00 7.192706272129510303e+00 7.775222409303403026e+00 5.894069993163417287e+00 8.899954835233101491e+00 7.923281560821394010e+00 7.898244557117933162e+00 7.151818812437229944e+00 8.173443536427857481e+00 7.601908339634266376e+00 8.309110809672953124e+00 7.748207533078042886e+00 8.051321485557700441e+00 8.526453440562169916e+00 7.431790989501590339e+00 8.021840406269973300e+00 7.450497428587591564e+00 1.029199524840469593e+01 1.016836250916571949e+01 9.902997075448592312e+00 1.020448236236277850e+01 9.797965643801969549e+00 1.056116716039948322e+01 1.133302062499497254e+01 9.745198089449864653e+00 9.983843085919550830e+00 8.807730764184146466e+00 8.951092596447885796e+00 1.055026705372650753e+01 1.015864763120034198e+01 9.483985829805005707e+00 9.835147131279777355e+00 9.768338321888045073e+00 9.361284853810865059e+00 1.158326065452656017e+01 1.035424546262082401e+01 9.877303296927664178e+00 1.089746910899591903e+01 9.150260303404985862e+00 1.065794045542182111e+01 9.895441055617411052e+00 9.596822920152051850e+00
1.033362951873253266e+01 8.523168326647899917e+00 8.567243298410167185e+00 8.286403429293562439e+00 9.190878418682430606e+00 9.367794262021787333e+00 8.638944778311607564e+00 8.667925980041687239e+00 8.566921590431713085e+00 8.903158830967170090e+00 9.723747952621463853e+00 8.437326217401743378e+00 8.281547013090213127e+00 8.429351670876172875e+00 7.719753208209676032e+00 8.428081291601207781e+00 8.907377071480718556e+00 8.290148596379502521e+00 8.713018896397386470e+00 8.132117955646759100e+00 9.079868386726626994e+00 8.697637954221043799e+00 8.340648192787263326e+00 8.323695879155142308e+00 9.107669380600370346e+00 6.836694340619750676e+00 6.318699199068520400e+00 7.137811678777464586e+00 7.053141748174715175e+00 6.338391292734419480e+00 5.928719957697582643e+00 6.068023209939865659e+00 6.871035559328037223e+00 6.568079740363025998e+00 5.929630267357216766e+00 7.178258693784537847e+00 7.289381899944755716e+00 7.060575443965084297e+00 6.429674190995336325e+00 7.052492573886216753e+00 7.518779407731177145e+00 7.309722045523930234e+00 7.518189645663324150e+00 7.099398278638077819e+00 6.279328771678779120e+00 7.164573369637316169e+00 8.039857439887075685e+00 6.322092274788408517e+00 6.394614783360099253e+00 8.356357222852031086e+00
6.881681423531093245e+00 6.228020454668680372e+00 6.579438006038019537e+00 5.836404946996735177e+00 6.354685817301794160e+00 6.831646579011946940e+00 7.370891336483966327e+00 6.262870838415677710e+00 6.830384421585188548e+00 8.682494271211892212e+00 5.744882733615662040e+00 6.110962844897791513e+00 7.064102171199309055e+00 6.451198602399371040e+00 5.330751393067082233e+00 7.593911533664099878e+00 6.660003220461504725e+00 6.454015085584978273e+00 6.176858460943884133e+00 7.401191720255392070e+00 7.864047914290996921e+00 7.594969226523378580e+00 5.846259237537060116e+00 6.783571946722226187e+00 7.862212543634490736e+00 7.183888190655411954e+00 6.851037806385906315e+00 6.506177933838286798e+00 6.227476884194032891e+00 6.968354972717038187e+00 6.437445428537497349e+00 5.923796039683629111e+00 7.263404219643132542e+00 6.746335948670180827e+00 6.890806803279335035e+00 6.747629440220602071e+00 6.984096188117494108e+00 6.520450977863491815e+00 7.738814704146179224e+00 7.267059934281122402e+00 6.916567585935641915e+00 6.847995995868449981e+00 6.291282161403997542e+00 7.527093862848851735e+00 7.880282481895240387e+00 6.948649540352872300e+00 6.587299286237293217e+00 6.870274451423952655e+00 7.436928226038032719e+00 5.919922495847796284e+00
6.817777276269025855e+00 7.847061061210803601e+00 6.668281266233413440e+00 6.999978230332867923e+00 7.052896305274964917e+00 6.652181326709898812e+00 7.802477216615153921e+00 7.544450380035066850e+00 5.993745138039301423e+00 5.776685916173374125e+00 6.279710729705207939e+00 6.232377051232658616e+00 6.950424608254991199e+00 7.530669391796362966e+00 7.453622303998181486e+00 6.204324388808291069e+00 7.065894359641435862e+00 7.735010249857247722e+00 5.635409822472931651e+00 7.314095729398554901e+00 6.196638150907060272e+00 6.290341290609307023e+00 5.978128310566090953e+00 7.342402751426455154e+00 7.094498674230785618e+00 6.141264694780272038e+00 7.309570230485245013e+00 6.391836979889477632e+00 7.574447308762083608e+00 6.562770122304040221e+00 5.871423675398729891e+00 7.748233524929522886e+00 6.644650643252957067e+00 6.897339988773764752e+00 7.408818685303538487e+00 6.881052464327281015e+00 7.609573435587936530e+00 7.093908466055751205e+00 6.256694217455872398e+00 7.971681855593235611e+00 7.328614561680806716e+00 6.886118882230885418e+00 6.900995285906009968e+00 7.613086634165825650e+00 7.192380280269593307e+00 6.954321156073033805e+00 7.195396148540817549e+00 8.192516766069733336e+00 7.134380141444276013e+00 6.893342001198523583e+00
7.794130657509164450e+00 8.339199883596567275e+00 8.856689829962318683e+00 9.390661542045224408e+00 8.321123036368797798e+00 6.912751292737882913e+00 8.019427530090236900e+00 8.156445404339290661e+00 8.919753252970027191e+00 7.740788111826959472e+00 7.966492281353946048e+00 7.810752268309474999e+00 7.153957601696236068e+00 8.111158333587543012e+00 9.524076185634518410e+00 8.452989608918002773e+00 8.626067102460810432e+00 7.706868190433724841e+00 7.945990017074614720e+00 8.676218349282946107e+00 7.387222901198921221e+00 8.739710890739404547e+00 8.043215967939532973e+00 8.817228720822567922e+00 9.624584157043216237e+00 8.185270746516781770e+00 9.033175610932433486e+00 9.039643612134613093e+00 1.000603861171333264e+01 7.638727774666629777e+00 9.268910429182756872e+00 7.217728748240863190e+00 9.167349423691490529e+00 8.824574709962444530e+00 7.398469317052303929e+00 7.333970756848495753e+00 8.271402898756893052e+00 8.422826877566423676e+00 7.571813611773690944e+00 8.302096504992606540e+00 8.966385226838486489e+00 8.480209090886996037e+00 6.566021974752610291e+00 8.391007460911684035e+00 8.578339081755119722e+00 8.346953629919658724e+00 7.996001897523649760e+00 8.909619124831845483e+00 6.525173974206378347e+00 7.997636442150025893e+00
7.002179909785689382e+00 6.160933766945791312e+00 6.316264093194542184e+00 6.386656086553577083e+00 5.923382768150446509e+00 6.725149577526347677e+00 6.849446334674240688e+00 6.320016462071645691e+00 6.541998915222269062e+00 6.428872873816771083e+00 6.215315266092368063e+00 6.867541923000194615e+00 5.600335191944228797e+00 6.155500792009304334e+00 5.365925050373474114e+00 4.868385497793479288e+00 6.043845980352717362e+00 5.541627064930916724e+00 6.138609329099523393e+00 6.430268527233808484e+00 6.860337457319502619e+00 5.390263027641688964e+00 6.113031717176713897e+00 7.477489308800304713e+00 5.999700540088914735e+00 6.846489256049139271e+00 6.882923166034592199e+00 6.512946568577627104e+00 8.191157648279427050e+00 7.666580467423046663e+00 6.800403513230127039e+00 8.881852252858299934e+00 8.912408004287204477e+00 6.994371383712270074e+00 7.334515655242570986e+00 6.599294439095991116e+00 6.583851831291255507e+00 8.197359951083665663e+00 7.043227453509874003e+00 6.002186079164354204e+00 6.811368844602997186e+00 9.005323397254528572e+00 7.573161814491224497e+00 6.783412633142802406e+00 8.168015306757771654e+00 6.927870126800213413e+00 7.698128479436160632e+00 7.457306610170189032e+00 8.869937773286071803e+00 6.913825996391306461e+00
6.448406288353097260e+00 7.480447036575887054e+00 7.899478874072665135e+00 8.831826218233539194e+00 8.599529276865681027e+00 9.177128896940285330e+00 8.014772080355712092e+00 7.710178485245202218e+00 8.050085268878586220e+00 9.123524523967397215e+00 7.725546793896547193e+00 8.315943905644479273e+00 7.957677246616586153e+00 9.022639559593962133e+00 8.645578903730180897e+00 6.937632806142766562e+00 6.576638269472451448e+00 8.525981219719028559e+00 7.012156547435298037e+00 6.725954484497790098e+00 7.161878944264453040e+00 7.101155626643315344e+00 8.415123678832706844e+00 7.223114343789391434e+00 7.692377441244654612e+00 6.356583279337860937e+00 6.875645842647482908e+00 6.578974887796590565e+00 5.928133464444712786e+00 5.636452136333300444e+00 5.353864817215485239e+00 5.805934246956205413e+00 6.893035406214547578e+00 6.003708705637808229e+00 6.133824465532081938e+00 6.217585760029591846e+00 5.394645300333245075e+00 8.028996929147156791e+00 7.092245354109342870e+00 6.601686947784402015e+00 6.974949313920572713e+00 6.120923802075068032e+00 5.979113604166278684e+00 7.096151008784309155e+00 5.455027059471527551e+00 7.330373997750268877e+00 6.213344744420459698e+00 6.258077150619893558e+00 6.751822579036633520e+00 6.420215086937957061e+00
7.163051355610342341e+00 8.832189840515868084e+00 7.881383281590365719e+00 7.968714831757299777e+00 7.012105156783752236e+00 8.132293657574280132e+00 7.672137288266016597e+00 7.619286173665741124e+00 8.155863767834089728e+00 7.537875726982596447e+00 6.927479519128200813e+00 9.530440988390306956e+00 8.589223850898259016e+00 8.816440744171078592e+00 8.561586133089722495e+00 7.786033485272482402e+00 7.626056902674066329e+00 8.650655251213356323e+00 7.659661529495705778e+00 7.957898031577991915e+00 8.674086501913148339e+00 8.449269225863933030e+00 8.023643997340998979e+00 8.299152727616865732e+00 8.775769877605123170e+00 1.051283155914745571e+01 9.481962794688968188e+00 9.939438880769058571e+00 1.104326619011239075e+01 1.006433669727121227e+01 8.419450187825789911e+00 1.018791191005853314e+01 1.028800062202453880e+01 9.529066918084122761e+00 1.018580295398354885e+01 9.291002302159361292e+00 9.870387612765654239e+00 9.568629667590887067e+00 1.053304360762274428e+01 9.973460148052367913e+00 9.940817974893503717e+00 9.728746276721848218e+00 9.057093201230587809e+00 1.066973948493403768e+01 1.115256928869573905e+01 8.199128545459965167e+00 1.037124919590181804e+01 1.122513176802947399e+01 1.114265424371669511e+01 9.110250620329141569e+00
9.156481799142124345e+00 9.669917981287838415e+00 7.849749030188445609e+00 8.546634993043575435e+00 8.185174832160281966e+00 1.003832751687595604e+01 9.082184143885470462e+00 8.750186109375942323e+00 1.015274248457837203e+01 1.013701420306665923e+01 8.608922817437898445e+00 9.575545049545427290e+00 8.191831123551596150e+00 8.928695889977978695e+00 8.019154810431848190e+00 7.750501520812036027e+00 7.837978164283768479e+00 9.350025261340940474e+00 8.689806853537595188e+00 8.926652526136905408e+00 7.819412889468160266e+00 8.277633454299984095e+00 8.586165390037750811e+00 8.589226664007393097e+00 8.596728991593430180e+00 7.169839443430387149e+00 6.795684203572736948e+00 5.880536724454736408e+00 7.263214683326890686e+00 7.037770675129401354e+00 8.599124037107904073e+00 8.234005489136524858e+00 8.343966037731988195e+00 8.751143105453421001e+00 7.256006438095012001e+00 7.781635364667153887e+00 8.372486164663481389e+00 6.215483806940996558e+00 8.318033783771936029e+00 7.126454412022894758e+00 6.667398449322478271e+00 8.979517421836334279e+00 6.439721924663972530e+00 8.081133105220532187e+00 9.110483644127237213e+00 7.134589027580319431e+00 8.300758847720372202e+00 7.901021721014035215e+00 7.691306208591925930e+00 6.357680190900880213e+00
